,File_path,Emotion
6795,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_DIS_HI.wav,disgust
6796,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_DIS_LO.wav,disgust
6797,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_DIS_MD.wav,disgust
6798,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_FEA_HI.wav,fear
6799,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_FEA_LO.wav,fear
6800,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_FEA_MD.wav,fear
6801,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_HAP_HI.wav,happy
6802,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_HAP_LO.wav,happy
6803,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_HAP_MD.wav,happy
6804,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_NEU_XX.wav,neutral
6805,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_SAD_HI.wav,sad
6806,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_SAD_LO.wav,sad
6807,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IEO_SAD_MD.wav,sad
6808,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IOM_ANG_XX.wav,angry
6809,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IOM_DIS_XX.wav,disgust
6810,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IOM_FEA_XX.wav,fear
6811,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IOM_HAP_XX.wav,happy
6812,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IOM_NEU_XX.wav,neutral
6813,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IOM_SAD_XX.wav,sad
6814,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITH_ANG_XX.wav,angry
6815,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITH_DIS_XX.wav,disgust
6816,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITH_FEA_XX.wav,fear
6817,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITH_HAP_XX.wav,happy
6818,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITH_NEU_XX.wav,neutral
6819,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITH_SAD_XX.wav,sad
6820,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITS_ANG_XX.wav,angry
6821,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITS_DIS_XX.wav,disgust
6822,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITS_FEA_XX.wav,fear
6823,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITS_HAP_XX.wav,happy
6824,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITS_NEU_XX.wav,neutral
6825,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_ITS_SAD_XX.wav,sad
6826,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWL_ANG_XX.wav,angry
6827,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWL_DIS_XX.wav,disgust
6828,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWL_FEA_XX.wav,fear
6829,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWL_HAP_XX.wav,happy
6830,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWL_NEU_XX.wav,neutral
6831,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWL_SAD_XX.wav,sad
6832,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWW_ANG_XX.wav,angry
6833,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWW_DIS_XX.wav,disgust
6834,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWW_FEA_XX.wav,fear
6835,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWW_HAP_XX.wav,happy
6836,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWW_NEU_XX.wav,neutral
6837,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_IWW_SAD_XX.wav,sad
6838,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_MTI_ANG_XX.wav,angry
6839,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_MTI_DIS_XX.wav,disgust
6840,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_MTI_FEA_XX.wav,fear
6841,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_MTI_HAP_XX.wav,happy
6842,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_MTI_NEU_XX.wav,neutral
6843,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_MTI_SAD_XX.wav,sad
6844,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TAI_ANG_XX.wav,angry
6845,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TAI_DIS_XX.wav,disgust
6846,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TAI_FEA_XX.wav,fear
6847,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TAI_HAP_XX.wav,happy
6848,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TAI_NEU_XX.wav,neutral
6849,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TAI_SAD_XX.wav,sad
6850,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TIE_ANG_XX.wav,angry
6851,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TIE_DIS_XX.wav,disgust
6852,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TIE_FEA_XX.wav,fear
6853,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TIE_HAP_XX.wav,happy
6854,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TIE_NEU_XX.wav,neutral
6855,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TIE_SAD_XX.wav,sad
6856,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TSI_ANG_XX.wav,angry
6857,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TSI_DIS_XX.wav,disgust
6858,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TSI_FEA_XX.wav,fear
6859,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TSI_HAP_XX.wav,happy
6860,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TSI_NEU_XX.wav,neutral
6861,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_TSI_SAD_XX.wav,sad
6862,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_WSI_ANG_XX.wav,angry
6863,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_WSI_DIS_XX.wav,disgust
6864,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_WSI_FEA_XX.wav,fear
6865,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_WSI_HAP_XX.wav,happy
6866,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_WSI_NEU_XX.wav,neutral
6867,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1084_WSI_SAD_XX.wav,sad
6868,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_DFA_ANG_XX.wav,angry
6869,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_DFA_DIS_XX.wav,disgust
6870,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_DFA_FEA_XX.wav,fear
6871,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_DFA_HAP_XX.wav,happy
6872,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_DFA_NEU_XX.wav,neutral
6873,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_DFA_SAD_XX.wav,sad
6874,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_ANG_HI.wav,angry
6875,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_ANG_LO.wav,angry
6876,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_ANG_MD.wav,angry
6877,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_DIS_HI.wav,disgust
6878,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_DIS_LO.wav,disgust
6879,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_DIS_MD.wav,disgust
6880,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_FEA_HI.wav,fear
6881,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_FEA_LO.wav,fear
6882,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_FEA_MD.wav,fear
6883,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_HAP_HI.wav,happy
6884,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_HAP_LO.wav,happy
6885,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_HAP_MD.wav,happy
6886,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_NEU_XX.wav,neutral
6887,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_SAD_HI.wav,sad
6888,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_SAD_LO.wav,sad
6889,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IEO_SAD_MD.wav,sad
6890,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IOM_ANG_XX.wav,angry
6891,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IOM_DIS_XX.wav,disgust
6892,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IOM_FEA_XX.wav,fear
6893,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IOM_HAP_XX.wav,happy
6894,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IOM_NEU_XX.wav,neutral
6895,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IOM_SAD_XX.wav,sad
6896,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITH_ANG_XX.wav,angry
6897,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITH_DIS_XX.wav,disgust
6898,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITH_FEA_XX.wav,fear
6899,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITH_HAP_XX.wav,happy
6900,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITH_NEU_XX.wav,neutral
6901,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITH_SAD_XX.wav,sad
6902,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITS_ANG_XX.wav,angry
6903,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITS_DIS_XX.wav,disgust
6904,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITS_FEA_XX.wav,fear
6905,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITS_HAP_XX.wav,happy
6906,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITS_NEU_XX.wav,neutral
6907,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_ITS_SAD_XX.wav,sad
6908,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWL_ANG_XX.wav,angry
6909,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWL_DIS_XX.wav,disgust
6910,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWL_FEA_XX.wav,fear
6911,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWL_HAP_XX.wav,happy
6912,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWL_NEU_XX.wav,neutral
6913,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWL_SAD_XX.wav,sad
6914,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWW_ANG_XX.wav,angry
6915,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWW_DIS_XX.wav,disgust
6916,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWW_FEA_XX.wav,fear
6917,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWW_HAP_XX.wav,happy
6918,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWW_NEU_XX.wav,neutral
6919,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_IWW_SAD_XX.wav,sad
6920,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_MTI_ANG_XX.wav,angry
6921,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_MTI_DIS_XX.wav,disgust
6922,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_MTI_FEA_XX.wav,fear
6923,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_MTI_HAP_XX.wav,happy
6924,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_MTI_NEU_XX.wav,neutral
6925,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_MTI_SAD_XX.wav,sad
6926,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TAI_ANG_XX.wav,angry
6927,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TAI_DIS_XX.wav,disgust
6928,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TAI_FEA_XX.wav,fear
6929,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TAI_HAP_XX.wav,happy
6930,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TAI_NEU_XX.wav,neutral
6931,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TAI_SAD_XX.wav,sad
6932,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TIE_ANG_XX.wav,angry
6933,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TIE_DIS_XX.wav,disgust
6934,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TIE_FEA_XX.wav,fear
6935,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TIE_HAP_XX.wav,happy
6936,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TIE_NEU_XX.wav,neutral
6937,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TIE_SAD_XX.wav,sad
6938,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TSI_ANG_XX.wav,angry
6939,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TSI_DIS_XX.wav,disgust
6940,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TSI_FEA_XX.wav,fear
6941,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TSI_HAP_XX.wav,happy
6942,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TSI_NEU_XX.wav,neutral
6943,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_TSI_SAD_XX.wav,sad
6944,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_WSI_ANG_XX.wav,angry
6945,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_WSI_DIS_XX.wav,disgust
6946,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_WSI_FEA_XX.wav,fear
6947,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_WSI_HAP_XX.wav,happy
6948,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_WSI_NEU_XX.wav,neutral
6949,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1085_WSI_SAD_XX.wav,sad
6950,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_DFA_ANG_XX.wav,angry
6951,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_DFA_DIS_XX.wav,disgust
6952,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_DFA_FEA_XX.wav,fear
6953,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_DFA_HAP_XX.wav,happy
6954,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_DFA_NEU_XX.wav,neutral
6955,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_DFA_SAD_XX.wav,sad
6956,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_ANG_HI.wav,angry
6957,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_ANG_LO.wav,angry
6958,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_ANG_MD.wav,angry
6959,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_DIS_HI.wav,disgust
6960,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_DIS_LO.wav,disgust
6961,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_DIS_MD.wav,disgust
6962,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_FEA_HI.wav,fear
6963,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_FEA_LO.wav,fear
6964,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_FEA_MD.wav,fear
6965,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_HAP_HI.wav,happy
6966,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_HAP_LO.wav,happy
6967,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_HAP_MD.wav,happy
6968,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_NEU_XX.wav,neutral
6969,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_SAD_HI.wav,sad
6970,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_SAD_LO.wav,sad
6971,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IEO_SAD_MD.wav,sad
6972,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IOM_ANG_XX.wav,angry
6973,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IOM_DIS_XX.wav,disgust
6974,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IOM_FEA_XX.wav,fear
6975,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IOM_HAP_XX.wav,happy
6976,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IOM_NEU_XX.wav,neutral
6977,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IOM_SAD_XX.wav,sad
6978,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITH_ANG_XX.wav,angry
6979,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITH_DIS_XX.wav,disgust
6980,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITH_FEA_XX.wav,fear
6981,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITH_HAP_XX.wav,happy
6982,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITH_NEU_XX.wav,neutral
6983,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITH_SAD_XX.wav,sad
6984,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITS_ANG_XX.wav,angry
6985,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITS_DIS_XX.wav,disgust
6986,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITS_FEA_XX.wav,fear
6987,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITS_HAP_XX.wav,happy
6988,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITS_NEU_XX.wav,neutral
6989,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_ITS_SAD_XX.wav,sad
6990,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWL_ANG_XX.wav,angry
6991,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWL_DIS_XX.wav,disgust
6992,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWL_FEA_XX.wav,fear
6993,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWL_HAP_XX.wav,happy
6994,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWL_NEU_XX.wav,neutral
6995,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWL_SAD_XX.wav,sad
6996,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWW_ANG_XX.wav,angry
6997,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWW_DIS_XX.wav,disgust
6998,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWW_FEA_XX.wav,fear
6999,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWW_HAP_XX.wav,happy
7000,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWW_NEU_XX.wav,neutral
7001,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_IWW_SAD_XX.wav,sad
7002,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_MTI_ANG_XX.wav,angry
7003,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_MTI_DIS_XX.wav,disgust
7004,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_MTI_FEA_XX.wav,fear
7005,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_MTI_HAP_XX.wav,happy
7006,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_MTI_NEU_XX.wav,neutral
7007,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_MTI_SAD_XX.wav,sad
7008,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TAI_ANG_XX.wav,angry
7009,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TAI_DIS_XX.wav,disgust
7010,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TAI_FEA_XX.wav,fear
7011,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TAI_HAP_XX.wav,happy
7012,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TAI_NEU_XX.wav,neutral
7013,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TAI_SAD_XX.wav,sad
7014,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TIE_ANG_XX.wav,angry
7015,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TIE_DIS_XX.wav,disgust
7016,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TIE_FEA_XX.wav,fear
7017,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TIE_HAP_XX.wav,happy
7018,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TIE_NEU_XX.wav,neutral
7019,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TIE_SAD_XX.wav,sad
7020,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TSI_ANG_XX.wav,angry
7021,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TSI_DIS_XX.wav,disgust
7022,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TSI_FEA_XX.wav,fear
7023,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TSI_HAP_XX.wav,happy
7024,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TSI_NEU_XX.wav,neutral
7025,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_TSI_SAD_XX.wav,sad
7026,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_WSI_ANG_XX.wav,angry
7027,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_WSI_DIS_XX.wav,disgust
7028,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_WSI_FEA_XX.wav,fear
7029,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_WSI_HAP_XX.wav,happy
7030,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_WSI_NEU_XX.wav,neutral
7031,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1086_WSI_SAD_XX.wav,sad
7032,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_DFA_ANG_XX.wav,angry
7033,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_DFA_DIS_XX.wav,disgust
7034,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_DFA_FEA_XX.wav,fear
7035,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_DFA_HAP_XX.wav,happy
7036,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_DFA_NEU_XX.wav,neutral
7037,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_DFA_SAD_XX.wav,sad
7038,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_ANG_HI.wav,angry
7039,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_ANG_LO.wav,angry
7040,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_ANG_MD.wav,angry
7041,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_DIS_HI.wav,disgust
7042,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_DIS_LO.wav,disgust
7043,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_DIS_MD.wav,disgust
7044,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_FEA_HI.wav,fear
7045,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_FEA_LO.wav,fear
7046,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_FEA_MD.wav,fear
7047,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_HAP_HI.wav,happy
7048,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_HAP_LO.wav,happy
7049,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_HAP_MD.wav,happy
7050,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_NEU_XX.wav,neutral
7051,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_SAD_HI.wav,sad
7052,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_SAD_LO.wav,sad
7053,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IEO_SAD_MD.wav,sad
7054,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IOM_ANG_XX.wav,angry
7055,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IOM_DIS_XX.wav,disgust
7056,D:/Project/codeclause/Speech Emotion Recognization/archive/Crema/1087_IOM_FEA_XX.wav,fear
